path,species,health,is_aug,species_idx,health_idx,split
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(70)_aug1_612982.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(30)_aug1_554816.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower473.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease6_aug0_083667.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(96)_aug2_420521.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(150)_aug0_612554.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(28)_aug2_481741.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose632.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower529.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily685.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease35_aug8_480547.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower254.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease2_aug12_249565.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease9_aug2_592683.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily205.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease28_aug6_604201.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease4_aug0_777236.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(103).png,sunflower,diseased,False,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose401.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily340.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose610.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(133)_aug1_928463.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose473.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(110).png,sunflower,diseased,False,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(147)_aug1_730429.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower688.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose618.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease6_aug1_896865.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose495.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(128)_aug1_588508.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease30_aug2_455884.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease21_aug3_911527.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily383.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower8.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease30_aug15_111579.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(43)_aug1_730429.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose166.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose225.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease34_aug8_298830.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose55.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower243.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily622.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(116)_aug1_210922.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose17.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower283.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower321.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease20_aug13_130889.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(18).png,sunflower,diseased,False,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose112.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower667.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(91)_aug0_738797.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose365.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease24_aug0_847272.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(23)_aug2_056802.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose532.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease10_aug8_830555.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower72.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose698.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose53.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease5_aug3_821414.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(16)_aug2_846335.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(129)_aug0_244098.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(18)_aug0_423389.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower325.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(116)_aug0_723378.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(24)_aug2_747581.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease19_aug6_527276.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily651.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(58)_aug0_312942.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease5_aug10_311120.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily146.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(119)_aug0_532323.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(124)_aug0_097251.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease35_aug14_223508.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(82)_aug0_303445.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower31.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily330.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(76)_aug0_619176.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily255.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose219.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily347.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(24)_aug1_529903.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(24)_aug0_243962.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(56)_aug2_225772.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(99)_aug2_539131.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(32)_aug1_222086.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease27_aug11_033659.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose251.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower477.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(70)_aug2_194851.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower545.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily203.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily495.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease8_aug0_778480.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose4.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(20)_aug0_616886.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily268.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(37)_aug1_254801.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(64).png,sunflower,diseased,False,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily535.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily327.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease35_aug16_278082.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(134)_aug2_805635.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease26_aug7_755731.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(1)_aug0_508993.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease24_aug7_566847.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily676.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose84.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily581.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease35_aug13_563750.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(107).png,rose,diseased,False,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(121)_aug1_758490.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease32_aug4_199448.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease20_aug6_633052.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose388.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily341.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily234.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily606.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(101)_aug2_422179.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease27_aug2_230283.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease2_aug5_070674.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(133)_aug2_903565.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(45)_aug0_732052.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose367.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(126)_aug2_683823.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower43.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease26_aug3_902592.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease9_aug9_750981.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(44)_aug0_532323.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(118).png,sunflower,diseased,False,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily633.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose261.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower700.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(17)_aug0_444154.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(90).png,rose,diseased,False,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily71.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower654.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily26.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower118.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(7).png,sunflower,diseased,False,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(107)_aug0_568532.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(143)_aug2_418801.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower371.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower335.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(94)_aug1_605397.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower375.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(149)_aug2_026225.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease3_aug4_443692.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(49)_aug2_235612.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose405.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(11)_aug2_162316.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(142).png,rose,diseased,False,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower292.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower30.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose555.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower95.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower152.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower2.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease22_aug12_140814.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(33)_aug0_764544.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily571.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(6)_aug0_566847.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(98)_aug0_074441.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(127).png,rose,diseased,False,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(149).png,rose,diseased,False,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower694.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily478.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower519.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(24)_aug0_723378.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily590.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose199.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease23_aug0_623939.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily406.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(59)_aug2_246629.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/healthy/sunflower454.jpg,sunflower,healthy,False,2,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/diseased/powdery_mildew_(30)_aug2_263626.png,rose,diseased,True,1,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily362.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily551.jpeg,lily,healthy,False,0,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/diseased/lily_disease6_aug14_219684.jpeg,lily,diseased,True,0,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(117)_aug0_905798.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/sunflower/diseased/aster_yellow_(57)_aug2_636059.png,sunflower,diseased,True,2,1,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/rose/healthy/rose577.jpg,rose,healthy,False,1,0,train
/Users/sakshisingh/Sakshi/Projects/Flower Recognition & Disease Detection/data/Lily/healthy/lily421.jpeg,lily,healthy,False,0,0,train
